source_row,property_size,location,renovation_cost,post_renovation_value,unit_type,sqft_renovated,sqft_to_add,material_grade,structural_change,reno_bathroom,reno_bedroom,reno_kitchen,reno_living_room,reno_other_custom,reno_full_renovation
19,1170,413772.4007903968,93472.02,355244.063,bathroom,97,91.5034965034965,High-end,1,1,0,0,0,0,0
20,979,414396.62153522094,69294.59,371404.4667,bedroom,168,159.30841121495328,Mid-range,1,0,1,0,0,0,0
20,979,414396.62153522094,69294.59,371404.4667,bathroom,90,79.95638629283489,Mid-range,1,1,0,0,0,0,0
20,979,414396.62153522094,69294.59,371404.4667,kitchen,187,138.30841121495328,Mid-range,1,0,0,1,0,0,0
21,882,414396.62153522094,70678.64,205436.88405,bedroom,161,146.61682242990653,Mid-range,1,0,1,0,0,0,0
21,882,414396.62153522094,70678.64,205436.88405,bathroom,86,73.91277258566979,High-end,1,1,0,0,0,0,0
21,882,414396.62153522094,70678.64,205436.88405,other/custom,199,125.61682242990653,Mid-range,1,0,0,0,0,1,0
22,3599,414396.62153522094,372221.62,591973.157425,full renovation,3599,301.0,Mid-range,1,0,0,0,0,0,1
23,1250,413772.4007903968,86445.86,434130.4111,bedroom,233,198.65967365967367,Budget-friendly,1,0,1,0,0,0,0
23,1250,413772.4007903968,86445.86,434130.4111,bedroom,237,198.65967365967367,Budget-friendly,1,0,1,0,0,0,0
23,1250,413772.4007903968,86445.86,434130.4111,bathroom,100,95.41958041958043,High-end,1,1,0,0,0,0,0
24,937,411811.87474069337,84497.47,350383.9639,full renovation,937,132.81308411214954,Mid-range,1,0,0,0,0,0,1
25,649,411811.87474069337,82278.88,252453.5464,bedroom,127,123.01193633952255,High-end,1,0,1,0,0,0,0
25,649,411811.87474069337,82278.88,252453.5464,bathroom,65,61.93633952254642,High-end,1,1,0,0,0,0,0
25,649,411811.87474069337,82278.88,252453.5464,kitchen,129,102.01193633952255,High-end,1,0,0,1,0,0,0
26,870,415328.9046487665,63914.100000000006,228798.93764999995,bedroom,155,145.0467289719626,Mid-range,1,0,1,0,0,0,0
26,870,415328.9046487665,63914.100000000006,228798.93764999995,bathroom,80,73.16510903426791,Budget-friendly,1,1,0,0,0,0,0
26,870,415328.9046487665,63914.100000000006,228798.93764999995,living room,178,124.04672897196262,Mid-range,1,0,0,0,1,0,0
27,1016,414396.62153522094,72696.53,186193.21140000003,bedroom,165,164.14953271028037,High-end,1,0,1,0,0,0,0
27,1016,414396.62153522094,72696.53,186193.21140000003,bathroom,87,82.26168224299064,Budget-friendly,1,1,0,0,0,0,0
27,1016,414396.62153522094,72696.53,186193.21140000003,living room,188,143.14953271028037,Budget-friendly,1,0,0,0,1,0,0
28,1035,414396.62153522094,73312.29,371858.5435,bedroom,165,166.6355140186916,High-end,1,0,1,0,0,0,0
28,1035,414396.62153522094,73312.29,371858.5435,bathroom,87,83.44548286604362,Budget-friendly,1,1,0,0,0,0,0
28,1035,414396.62153522094,73312.29,371858.5435,kitchen,191,145.6355140186916,Budget-friendly,1,0,0,1,0,0,0
29,3346,413772.4007903968,406424.23,931144.8601,full renovation,3346,301.0,Mid-range,1,0,0,0,0,0,1
30,852,415328.9046487665,63238.67,238808.9392,bedroom,170,142.69158878504672,Budget-friendly,1,0,1,0,0,0,0
30,852,415328.9046487665,63238.67,238808.9392,bathroom,73,72.04361370716511,Budget-friendly,1,1,0,0,0,0,0
30,852,415328.9046487665,63238.67,238808.9392,other/custom,163,121.69158878504673,Mid-range,1,0,0,0,0,1,0
31,916,413772.4007903968,78158.37,339037.4168,bedroom,165,151.06542056074767,High-end,1,0,1,0,0,0,0
31,916,413772.4007903968,78158.37,339037.4168,bathroom,87,76.03115264797508,Budget-friendly,1,1,0,0,0,0,0
31,916,413772.4007903968,78158.37,339037.4168,kitchen,173,130.06542056074767,High-end,1,0,0,1,0,0,0
32,994,411811.87474069337,79624.86,270326.8112,bedroom,169,161.2710280373832,Budget-friendly,1,0,1,0,0,0,0
32,994,411811.87474069337,79624.86,270326.8112,bathroom,90,80.89096573208722,High-end,1,1,0,0,0,0,0
32,994,411811.87474069337,79624.86,270326.8112,kitchen,188,140.2710280373832,High-end,1,0,0,1,0,0,0
33,1919,413772.4007903968,251628.04,600933.3230999999,full renovation,1919,301.0,High-end,1,0,0,0,0,0,1
34,651,414707.88204603177,68255.82,261974.6213,bedroom,128,123.12599469496021,High-end,1,0,1,0,0,0,0
34,651,414707.88204603177,68255.82,261974.6213,bathroom,64,61.9946949602122,Budget-friendly,1,1,0,0,0,0,0
34,651,414707.88204603177,68255.82,261974.6213,kitchen,125,102.12599469496021,Mid-range,1,0,0,1,0,0,0
35,890,414396.62153522094,75530.32,238634.3456,full renovation,890,126.66355140186916,Budget-friendly,1,0,0,0,0,0,1
36,1543,414396.62153522094,146884.25,268081.72315,full renovation,1543,301.0,Budget-friendly,1,0,0,0,0,0,1
37,1174,413772.4007903968,84424.03,364657.80520000006,bedroom,235,187.32167832167832,Budget-friendly,1,0,1,0,0,0,0
37,1174,413772.4007903968,84424.03,364657.80520000006,bedroom,235,187.32167832167832,High-end,1,0,1,0,0,0,0
37,1174,413772.4007903968,84424.03,364657.80520000006,bathroom,104,91.6993006993007,Budget-friendly,1,1,0,0,0,0,0
38,2793,414396.62153522094,389199.96,786399.7394,full renovation,2793,301.0,High-end,1,0,0,0,0,0,1
39,500,411811.87474069337,47076.0,131796.1932,bedroom,118,114.51458885941645,Budget-friendly,1,0,1,0,0,0,0
39,500,411811.87474069337,47076.0,131796.1932,bathroom,58,57.58885941644562,High-end,1,1,0,0,0,0,0
40,948,414396.62153522094,67802.36,264442.51745,bedroom,160,155.25233644859813,Budget-friendly,1,0,1,0,0,0,0
40,948,414396.62153522094,67802.36,264442.51745,bathroom,84,78.02492211838006,Mid-range,1,1,0,0,0,0,0
40,948,414396.62153522094,67802.36,264442.51745,living room,189,134.25233644859813,Mid-range,1,0,0,0,1,0,0
41,2338,413772.4007903968,303054.92,808795.9884499998,full renovation,2338,301.0,Mid-range,1,0,0,0,0,0,1
42,1474,414396.62153522094,81544.23999999999,445858.1552,bedroom,239,232.0769230769231,Budget-friendly,1,0,1,0,0,0,0
42,1474,414396.62153522094,81544.23999999999,445858.1552,bedroom,240,232.0769230769231,Budget-friendly,1,0,1,0,0,0,0
42,1474,414396.62153522094,81544.23999999999,445858.1552,bathroom,109,106.38461538461539,Mid-range,1,1,0,0,0,0,0
43,2011,415328.9046487665,267190.63999999996,677882.1753499999,full renovation,2011,301.0,Budget-friendly,1,0,0,0,0,0,1
44,798,413772.4007903968,69976.53,252938.9346,bedroom,151,135.62616822429908,Mid-range,1,0,1,0,0,0,0
44,798,413772.4007903968,69976.53,252938.9346,bathroom,73,68.6791277258567,Mid-range,1,1,0,0,0,0,0
44,798,413772.4007903968,69976.53,252938.9346,other/custom,191,114.62616822429906,High-end,1,0,0,0,0,1,0
45,1534,413772.4007903968,144437.56,448070.78525,full renovation,1534,301.0,High-end,1,0,0,0,0,0,1
46,1022,414396.62153522094,74037.08,284301.63684999995,bedroom,167,164.93457943925233,Budget-friendly,1,0,1,0,0,0,0
46,1022,414396.62153522094,74037.08,284301.63684999995,bathroom,85,82.6355140186916,High-end,1,1,0,0,0,0,0
46,1022,414396.62153522094,74037.08,284301.63684999995,other/custom,193,143.93457943925233,Mid-range,1,0,0,0,0,1,0
47,2121,415328.9046487665,234268.96,665219.8605499999,full renovation,2121,301.0,Mid-range,1,0,0,0,0,0,1
48,377,411811.87474069337,48192.77,152805.447925,bedroom,113,107.5,High-end,1,0,1,0,0,0,0
48,377,411811.87474069337,48192.77,152805.447925,bathroom,57,54.0,Mid-range,1,1,0,0,0,0,0
49,714,415328.9046487665,70182.87,270444.64785,bedroom,130,126.71883289124668,Mid-range,1,0,1,0,0,0,0
49,714,415328.9046487665,70182.87,270444.64785,bathroom,63,63.832891246684355,High-end,1,1,0,0,0,0,0
49,714,415328.9046487665,70182.87,270444.64785,kitchen,128,105.71883289124668,Budget-friendly,1,0,0,1,0,0,0
50,1006,413772.4007903968,80805.23000000001,261512.11355,bedroom,161,162.84112149532712,High-end,1,0,1,0,0,0,0
50,1006,413772.4007903968,80805.23000000001,261512.11355,bathroom,88,81.6386292834891,Mid-range,1,1,0,0,0,0,0
50,1006,413772.4007903968,80805.23000000001,261512.11355,other/custom,191,141.84112149532712,High-end,1,0,0,0,0,1,0
51,3289,415328.9046487665,370559.9499999999,803886.11975,full renovation,3289,301.0,Budget-friendly,1,0,0,0,0,0,1
52,2815,411811.87474069337,303435.66000000003,631066.336225,full renovation,2815,301.0,Mid-range,1,0,0,0,0,0,1
53,1507,414396.62153522094,143682.35,463519.44360000006,bedroom,0,0.0,Budget-friendly,0,0,1,0,0,0,0
53,1507,414396.62153522094,143682.35,463519.44360000006,bedroom,0,0.0,High-end,0,0,1,0,0,0,0
53,1507,414396.62153522094,143682.35,463519.44360000006,bedroom,0,0.0,Budget-friendly,0,0,1,0,0,0,0
53,1507,414396.62153522094,143682.35,463519.44360000006,bathroom,0,0.0,High-end,0,1,0,0,0,0,0
53,1507,414396.62153522094,143682.35,463519.44360000006,bathroom,0,0.0,Budget-friendly,0,1,0,0,0,0,0
54,3284,414707.88204603177,372221.62,769421.031925,full renovation,3284,301.0,Mid-range,1,0,0,0,0,0,1
55,844,414707.88204603177,67534.72,233166.1118,bedroom,157,141.6448598130841,High-end,1,0,1,0,0,0,0
55,844,414707.88204603177,67534.72,233166.1118,bathroom,80,71.54517133956386,Budget-friendly,1,1,0,0,0,0,0
55,844,414707.88204603177,67534.72,233166.1118,kitchen,177,120.64485981308411,Budget-friendly,1,0,0,1,0,0,0
56,930,411811.87474069337,68812.96,342613.56609999994,bedroom,154,152.89719626168224,Mid-range,1,0,1,0,0,0,0
56,930,411811.87474069337,68812.96,342613.56609999994,bathroom,81,76.90342679127725,Mid-range,1,1,0,0,0,0,0
56,930,411811.87474069337,68812.96,342613.56609999994,living room,182,131.89719626168224,Mid-range,1,0,0,0,1,0,0
57,864,413772.4007903968,74381.01000000001,234579.62235,bedroom,163,144.26168224299064,High-end,1,0,1,0,0,0,0
57,864,413772.4007903968,74381.01000000001,234579.62235,bathroom,86,72.79127725856698,High-end,1,1,0,0,0,0,0
57,864,413772.4007903968,74381.01000000001,234579.62235,living room,186,123.26168224299066,Mid-range,1,0,0,0,1,0,0
58,630,411811.87474069337,47958.44,159224.6342,bedroom,130,121.92838196286472,Mid-range,1,0,1,0,0,0,0
58,630,411811.87474069337,47958.44,159224.6342,bathroom,61,61.38196286472149,High-end,1,1,0,0,0,0,0
59,2707,411811.87474069337,389199.96,818904.4655,full renovation,2707,301.0,High-end,1,0,0,0,0,0,1
60,3858,414396.62153522094,441007.58,619157.2932999999,full renovation,3858,301.0,Mid-range,1,0,0,0,0,0,1
61,942,415328.9046487665,73009.34,237809.7796,bedroom,156,154.46728971962617,Mid-range,1,0,1,0,0,0,0
61,942,415328.9046487665,73009.34,237809.7796,bathroom,81,77.65109034267913,High-end,1,1,0,0,0,0,0
61,942,415328.9046487665,73009.34,237809.7796,kitchen,176,133.46728971962617,Mid-range,1,0,0,1,0,0,0
62,847,415328.9046487665,67534.72,245698.23740000004,bedroom,147,142.0373831775701,High-end,1,0,1,0,0,0,0
62,847,415328.9046487665,67534.72,245698.23740000004,bathroom,85,71.73208722741433,Budget-friendly,1,1,0,0,0,0,0
62,847,415328.9046487665,67534.72,245698.23740000004,kitchen,151,121.03738317757009,Budget-friendly,1,0,0,1,0,0,0
63,560,413772.4007903968,71046.88,211901.17400000003,bedroom,124,117.93633952254642,Mid-range,1,0,1,0,0,0,0
63,560,413772.4007903968,71046.88,211901.17400000003,bathroom,64,59.3395225464191,High-end,1,1,0,0,0,0,0
63,560,413772.4007903968,71046.88,211901.17400000003,kitchen,129,96.93633952254642,Budget-friendly,1,0,0,1,0,0,0
64,1115,414707.88204603177,79893.26,406255.9828,bedroom,209,178.5198135198135,Mid-range,1,0,1,0,0,0,0
64,1115,414707.88204603177,79893.26,406255.9828,bathroom,95,88.81118881118881,Budget-friendly,1,1,0,0,0,0,0
64,1115,414707.88204603177,79893.26,406255.9828,living room,230,157.43356643356643,Mid-range,1,0,0,0,1,0,0
65,1630,413772.4007903968,232607.29,573627.9024499999,full renovation,1630,301.0,Budget-friendly,1,0,0,0,0,0,1
66,924,414707.88204603177,100500.18,251776.69769999996,full renovation,924,131.11214953271028,High-end,1,0,0,0,0,0,1
67,3241,411811.87474069337,389580.6999999999,784869.9121999999,full renovation,3241,301.0,High-end,1,0,0,0,0,0,1
68,1032,415328.9046487665,81686.3,375095.1352,bedroom,165,166.2429906542056,High-end,1,0,1,0,0,0,0
68,1032,415328.9046487665,81686.3,375095.1352,bathroom,88,83.25856697819314,Budget-friendly,1,1,0,0,0,0,0
68,1032,415328.9046487665,81686.3,375095.1352,kitchen,199,145.2429906542056,High-end,1,0,0,1,0,0,0
69,881,413772.4007903968,48192.77,244588.953925,bedroom,150,146.48598130841123,High-end,1,0,1,0,0,0,0
69,881,413772.4007903968,48192.77,244588.953925,bathroom,78,73.85046728971963,Mid-range,1,1,0,0,0,0,0
70,1039,415328.9046487665,69227.85,360587.5876,bedroom,165,167.15887850467288,Mid-range,1,0,1,0,0,0,0
70,1039,415328.9046487665,69227.85,360587.5876,bathroom,87,83.69470404984423,Budget-friendly,1,1,0,0,0,0,0
70,1039,415328.9046487665,69227.85,360587.5876,other/custom,197,146.15887850467288,Mid-range,1,0,0,0,0,1,0
71,2681,415328.9046487665,320794.74,923790.94335,full renovation,2681,301.0,High-end,1,0,0,0,0,0,1
72,962,414396.62153522094,69021.05,361531.17355,bedroom,156,157.0841121495327,Mid-range,1,0,1,0,0,0,0
72,962,414396.62153522094,69021.05,361531.17355,bathroom,85,78.89719626168224,Mid-range,1,1,0,0,0,0,0
72,962,414396.62153522094,69021.05,361531.17355,other/custom,199,136.0841121495327,Mid-range,1,0,0,0,0,1,0
73,1245,415328.9046487665,139821.19,459369.3137,full renovation,1245,176.52447552447552,High-end,1,0,0,0,0,0,1
74,3496,414396.62153522094,301773.99,804528.7918499999,full renovation,3496,301.0,Budget-friendly,1,0,0,0,0,0,1
75,3175,415328.9046487665,438965.1699999999,750938.6333499999,full renovation,3175,301.0,Budget-friendly,1,0,0,0,0,0,1
76,932,411811.87474069337,70050.62,323568.35595,bedroom,160,153.15887850467288,High-end,1,0,1,0,0,0,0
76,932,411811.87474069337,70050.62,323568.35595,bathroom,86,77.02803738317758,Budget-friendly,1,1,0,0,0,0,0
76,932,411811.87474069337,70050.62,323568.35595,living room,183,132.15887850467288,Mid-range,1,0,0,0,1,0,0
77,2287,414707.88204603177,301393.24999999994,869784.3358499999,full renovation,2287,301.0,Budget-friendly,1,0,0,0,0,0,1
78,693,414396.62153522094,74694.45,254430.13314999995,bedroom,128,125.5212201591512,Mid-range,1,0,1,0,0,0,0
78,693,414396.62153522094,74694.45,254430.13314999995,bathroom,64,63.220159151193634,Mid-range,1,1,0,0,0,0,0
78,693,414396.62153522094,74694.45,254430.13314999995,kitchen,126,104.5212201591512,High-end,1,0,0,1,0,0,0
79,1103,413772.4007903968,79231.89,375862.9422499999,bedroom,178,176.72960372960372,Budget-friendly,1,0,1,0,0,0,0
79,1103,413772.4007903968,79231.89,375862.9422499999,bathroom,93,88.22377622377623,Budget-friendly,1,1,0,0,0,0,0
79,1103,413772.4007903968,79231.89,375862.9422499999,other/custom,271,155.67132867132867,Mid-range,1,0,0,0,0,1,0
80,713,413772.4007903968,97905.39,202315.5332,full renovation,713,105.66180371352786,High-end,1,0,0,0,0,0,1
81,1467,411811.87474069337,85924.61,398951.0481500001,bedroom,233,231.03263403263404,Mid-range,1,0,1,0,0,0,0
81,1467,411811.87474069337,85924.61,398951.0481500001,bedroom,235,231.03263403263404,High-end,1,0,1,0,0,0,0
81,1467,411811.87474069337,85924.61,398951.0481500001,bathroom,109,106.04195804195804,Budget-friendly,1,1,0,0,0,0,0
82,851,411811.87474069337,62157.27,201204.0205,bedroom,142,142.5607476635514,Budget-friendly,1,0,1,0,0,0,0
82,851,411811.87474069337,62157.27,201204.0205,bathroom,77,71.98130841121495,Budget-friendly,1,1,0,0,0,0,0
82,851,411811.87474069337,62157.27,201204.0205,living room,165,121.5607476635514,Budget-friendly,1,0,0,0,1,0,0
83,2089,415328.9046487665,301393.24999999994,668205.5687999999,full renovation,2089,301.0,Budget-friendly,1,0,0,0,0,0,1
84,2723,413772.4007903968,286211.38999999996,886274.8289999999,full renovation,2723,301.0,High-end,1,0,0,0,0,0,1
85,989,415328.9046487665,63892.78,172165.03639999998,bedroom,164,160.61682242990653,Budget-friendly,1,0,1,0,0,0,0
85,989,415328.9046487665,63892.78,172165.03639999998,bathroom,90,80.57943925233644,Budget-friendly,1,1,0,0,0,0,0
85,989,415328.9046487665,63892.78,172165.03639999998,other/custom,183,139.61682242990653,Budget-friendly,1,0,0,0,0,1,0
86,893,414396.62153522094,69796.2,315121.79449999996,bedroom,157,148.05607476635515,Budget-friendly,1,0,1,0,0,0,0
86,893,414396.62153522094,69796.2,315121.79449999996,bathroom,89,74.5981308411215,High-end,1,1,0,0,0,0,0
86,893,414396.62153522094,69796.2,315121.79449999996,other/custom,167,127.05607476635514,Mid-range,1,0,0,0,0,1,0
87,1012,414396.62153522094,103954.04,276590.16639999993,full renovation,1012,142.62616822429908,Budget-friendly,1,0,0,0,0,0,1
88,4366,413772.4007903968,630141.19,1318836.9469,full renovation,4366,301.0,High-end,1,0,0,0,0,0,1
89,2056,414396.62153522094,286211.38999999996,487107.4009999999,full renovation,2056,301.0,High-end,1,0,0,0,0,0,1
90,820,413772.4007903968,69589.19,304759.79995,bedroom,139,138.50467289719626,Budget-friendly,1,0,1,0,0,0,0
90,820,413772.4007903968,69589.19,304759.79995,bathroom,72,70.04984423676012,High-end,1,1,0,0,0,0,0
90,820,413772.4007903968,69589.19,304759.79995,living room,148,117.50467289719626,Mid-range,1,0,0,0,1,0,0
91,764,413772.4007903968,68030.49,242939.8853,bedroom,135,131.17757009345794,High-end,1,0,1,0,0,0,0
91,764,413772.4007903968,68030.49,242939.8853,bathroom,78,66.5607476635514,Budget-friendly,1,1,0,0,0,0,0
91,764,413772.4007903968,68030.49,242939.8853,other/custom,165,110.17757009345794,Mid-range,1,0,0,0,0,1,0
92,1580,415328.9046487665,144437.56,585317.5217999999,full renovation,1580,301.0,High-end,1,0,0,0,0,0,1
93,2511,413772.4007903968,286211.38999999996,554689.8093,full renovation,2511,301.0,High-end,1,0,0,0,0,0,1
94,1089,414707.88204603177,77852.03,298055.5847,bedroom,225,174.64102564102564,Mid-range,1,0,1,0,0,0,0
94,1089,414707.88204603177,77852.03,298055.5847,bathroom,92,87.53846153846153,Mid-range,1,1,0,0,0,0,0
94,1089,414707.88204603177,77852.03,298055.5847,other/custom,273,153.6153846153846,High-end,1,0,0,0,0,1,0
95,1127,415328.9046487665,93332.02,300940.26420000003,bedroom,181,180.3100233100233,Mid-range,1,0,1,0,0,0,0
95,1127,415328.9046487665,93332.02,300940.26420000003,bathroom,104,89.3986013986014,High-end,1,1,0,0,0,0,0
95,1127,415328.9046487665,93332.02,300940.26420000003,living room,262,159.1958041958042,High-end,1,0,0,0,1,0,0
96,1163,415328.9046487665,87362.87,277215.76655000006,bedroom,223,185.68065268065268,Mid-range,1,0,1,0,0,0,0
96,1163,415328.9046487665,87362.87,277215.76655000006,bedroom,230,185.68065268065268,Budget-friendly,1,0,1,0,0,0,0
96,1163,415328.9046487665,87362.87,277215.76655000006,bathroom,99,91.16083916083916,High-end,1,1,0,0,0,0,0
97,1903,411811.87474069337,234268.96,455644.866625,full renovation,1903,301.0,Mid-range,1,0,0,0,0,0,1
98,4283,414707.88204603177,492950.0099999999,1295830.9363999998,full renovation,4283,301.0,High-end,1,0,0,0,0,0,1
99,968,415328.9046487665,68812.96,354330.2742,bedroom,165,157.86915887850466,Mid-range,1,0,1,0,0,0,0
99,968,415328.9046487665,68812.96,354330.2742,bathroom,83,79.27102803738318,Mid-range,1,1,0,0,0,0,0
99,968,415328.9046487665,68812.96,354330.2742,living room,197,136.86915887850466,Mid-range,1,0,0,0,1,0,0
100,1412,415328.9046487665,93878.82,459037.8317,bedroom,234,222.82750582750583,High-end,1,0,1,0,0,0,0
100,1412,415328.9046487665,93878.82,459037.8317,bedroom,224,222.82750582750583,High-end,1,0,1,0,0,0,0
100,1412,415328.9046487665,93878.82,459037.8317,bathroom,110,103.34965034965035,Mid-range,1,1,0,0,0,0,0
101,880,413772.4007903968,70912.97,236821.3945,bedroom,149,146.3551401869159,High-end,1,0,1,0,0,0,0
101,880,413772.4007903968,70912.97,236821.3945,bathroom,76,73.78816199376946,Mid-range,1,1,0,0,0,0,0
101,880,413772.4007903968,70912.97,236821.3945,other/custom,162,125.35514018691589,Mid-range,1,0,0,0,0,1,0
102,630,413772.4007903968,70471.63,230894.6248,bedroom,123,121.92838196286472,Mid-range,1,0,1,0,0,0,0
102,630,413772.4007903968,70471.63,230894.6248,bathroom,65,61.38196286472149,High-end,1,1,0,0,0,0,0
102,630,413772.4007903968,70471.63,230894.6248,living room,127,100.92838196286472,Mid-range,1,0,0,0,1,0,0
103,998,415328.9046487665,84988.58,369713.0422,bedroom,161,161.79439252336448,High-end,1,0,1,0,0,0,0
103,998,415328.9046487665,84988.58,369713.0422,bathroom,87,81.14018691588785,High-end,1,1,0,0,0,0,0
103,998,415328.9046487665,84988.58,369713.0422,kitchen,193,140.79439252336448,High-end,1,0,0,1,0,0,0
104,838,414396.62153522094,67823.48,320450.9243000001,bedroom,141,140.85981308411215,High-end,1,0,1,0,0,0,0
104,838,414396.62153522094,67823.48,320450.9243000001,bathroom,74,71.17133956386293,Budget-friendly,1,1,0,0,0,0,0
104,838,414396.62153522094,67823.48,320450.9243000001,living room,155,119.85981308411215,Mid-range,1,0,0,0,1,0,0
105,707,414396.62153522094,73705.58,218322.0043,bedroom,129,126.31962864721486,High-end,1,0,1,0,0,0,0
105,707,414396.62153522094,73705.58,218322.0043,bathroom,64,63.62864721485411,High-end,1,1,0,0,0,0,0
105,707,414396.62153522094,73705.58,218322.0043,other/custom,127,105.31962864721486,Budget-friendly,1,0,0,0,0,1,0
